Datetime,demand,price
2023-01-01 00:00:00,82.20483748346672,44.15765987817319
2023-01-01 01:00:00,102.81124408001835,62.454744684414464
2023-01-01 02:00:00,109.96894630457788,45.56692746601062
2023-01-01 03:00:00,118.55558059056752,52.674445103951285
2023-01-01 04:00:00,136.44599898626893,64.68861901560476
2023-01-01 05:00:00,135.65940519635564,64.33360261403124
2023-01-01 06:00:00,137.27900734393285,73.1036394111462
2023-01-01 07:00:00,138.93506885065707,67.99713513101537
2023-01-01 08:00:00,134.3160653177718,46.07245044981043
2023-01-01 09:00:00,125.32587219511734,60.13202176416987
2023-01-01 10:00:00,117.57173255524039,44.6819258286469
2023-01-01 11:00:00,101.95911596594912,58.877799976690014
2023-01-01 12:00:00,90.33670097635107,40.46711124561001
2023-01-01 13:00:00,87.73403575463135,43.68700555054416
2023-01-01 14:00:00,62.6400302937669,35.764197263363414
2023-01-01 15:00:00,56.58592190942842,28.691004314460837
2023-01-01 16:00:00,54.568097562751504,16.077995531749917
2023-01-01 17:00:00,29.93299098257762,19.904863668315805
2023-01-01 18:00:00,38.7359942739614,-3.5287205805847215
2023-01-01 19:00:00,50.894726254341776,14.1831793215347
2023-01-01 20:00:00,48.30925363076178,26.812992331945043
2023-01-01 21:00:00,52.136360473958526,34.84803105786179
2023-01-01 22:00:00,69.35382522822584,32.233785260280314
2023-01-01 23:00:00,73.44710175627358,40.90121587848934
2023-01-02 00:00:00,122.26603212117497,89.85559839466308
2023-01-02 01:00:00,125.9710139479537,53.71427872478439
2023-01-02 02:00:00,143.18998427877983,76.3004739637785
2023-01-02 03:00:00,157.42005973048808,73.25889772982812
2023-01-02 04:00:00,166.58374946959202,85.25047477778386
2023-01-02 05:00:00,158.85527613067347,83.75560766725123
2023-01-02 06:00:00,171.52734330040633,85.6261467747156
2023-01-02 07:00:00,179.3114247220833,79.56271224776302
2023-01-02 08:00:00,164.8258148974949,85.0418951655885
2023-01-02 09:00:00,153.85467345947694,82.01279351136843
2023-01-02 10:00:00,152.96493365422282,69.85467532206704
2023-01-02 11:00:00,133.44146130432844,66.67883361770596
2023-01-02 12:00:00,114.20321618590475,55.29762194509383
2023-01-02 13:00:00,110.79624402226466,55.4526561703218
2023-01-02 14:00:00,95.99912578709203,48.97070742516886
2023-01-02 15:00:00,86.14415370249377,40.40393207513023
2023-01-02 16:00:00,85.97756815934781,39.815122070243206
2023-01-02 17:00:00,69.9782918183213,30.97322656959662
2023-01-02 18:00:00,68.72454155214946,32.85533559201605
2023-01-02 19:00:00,68.8643062846924,29.398165451661235
2023-01-02 20:00:00,70.4005835253559,30.458084869590195
2023-01-02 21:00:00,72.97397522401893,39.80859084035179
2023-01-02 22:00:00,96.18740011433246,56.92194963932518
2023-01-02 23:00:00,108.9193660301815,39.53605768685578
2023-01-03 00:00:00,113.83846577378051,53.27809234784263
2023-01-03 01:00:00,139.3200023070377,70.17712860723898
2023-01-03 02:00:00,144.62505221310968,86.60299111743502
2023-01-03 03:00:00,148.9566928675927,76.57042612116308
2023-01-03 04:00:00,167.23497044402492,88.17639660782044
2023-01-03 05:00:00,160.13533152973028,85.44106719664558
2023-01-03 06:00:00,182.81875676037473,92.45603034350057
2023-01-03 07:00:00,167.16912418242762,79.78466132477884
